ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	URL
development-14	ARTA driver Vitantonio Liuzzi will be replaced by former Mugen driver Tomoki Nojiri after a disappointing season last year. After years of being with Real Racing, Toshihiro Kaneishi will not drive for this season, being replaced by former Team Kunimitsu driver Hideki Mutoh. E1, like E2, will not return to focus on her LMP1 drive in the 2015 World Endurance Championship.	her	316	E1	275	TRUE	E2	284	FALSE	http://en.wikipedia.org/wiki/2015_Super_GT_Series
development-15	Twenty years ago, Lorenzo Uribe discovered true love with Maria Herrera and began a romance. Lorenzo was rich, married, and had a young son: Lautaro. Maria was poor and unknown to Lorenzo, had a daughter called Renata. E1's mother, E2, wanted his daughter to catch this rich man at all costs and convinced her that pregnancy would assure this.	his	243	E1	219	TRUE	E2	232	FALSE	http://en.wikipedia.org/wiki/Malparida
development-16	A colleague in the department run by Erwin Frink Smith, she also collaborated with botanist Nellie Adalesa Brown. McCulloch was born in Cincinnati, Ohio. She was the daughter of Robert S. and E1 (n*e Eveleth) E2. In 1898, while studying biology at Florida Agricultural College, he was appointed head of the library, now part of the George A. Smathers Libraries.	he	278	E1	192	FALSE	E2	209	FALSE	http://en.wikipedia.org/wiki/Lucia_McCulloch
development-17	Maurice custom-tailors clothing for de Var*ze on credit, but the Vicomte's unpaid tailoring bills become intolerable, so Maurice travels to de Savignac's castle to collect the money owed to him. On the way, he has a confrontation with Princesse Jeanette. He immediately professes his love for her, but she haughtily rejects him. When E1 arrives at the castle, E2 introduces her as ``Baron Courtelin'' in order to hide the truth from the Comte .	her	374	E1	334	TRUE	E2	360	FALSE	http://en.wikipedia.org/wiki/Love_Me_Tonight
development-18	In 1988, Race suffered an abdominal injury and during his absence his manager Bobby ``the Brain'' Heenan awarded the crown to Haku in July, rechristening him King Haku, even though E1 had won the tournament by that point and E2 would also win the tournament during this storyline. Race eventually returned from her injury and briefly feuded with King Haku, but was unable to regain the crown at the 1989 Royal Rumble.	her	311	E1	181	FALSE	E2	225	FALSE	http://en.wikipedia.org/wiki/King_of_the_Ring
development-19	The rest of the group find out what has happened to Case and decide to band together and take on Justin at the Beatdown to avenge their mentor. With each facing their own trials to reach the final match, it comes down to only one of them versus their own. Mike defeats Zack, while E1 injures E2 in the restroom - thus eliminating her from the tournament.	her	330	E1	281	FALSE	E2	292	TRUE	http://en.wikipedia.org/wiki/Never_Back_Down_2:_The_Beatdown
development-20	On 30 July 1966, Ramsey's promise was fulfilled as England became the World Champions by beating West Germany in a thrilling final. A lot of Ramsey's tactics and decisions proved their worth in this final. Ramsey came under pressure to restore the fit-again Jimmy Greaves to the side: but he stuck to his guns and kept faith with E1's replacement, Geoff Hurst, who vindicated E2's judgement by scoring a hat-trick in a 4--2 win (after extra time) at Wembley. Filling her side with a good balance of experience and youth proved vital when the gruelling final went to extra time.	her	467	E1	330	FALSE	E2	376	TRUE	http://en.wikipedia.org/wiki/Alf_Ramsey
development-21	Ben Severson is a pioneer in the sport of bodyboarding and Sandy Beach local. Oahu lifeguard and former rival of E1 for more than 15 years, E2 is a fast, perfectly trained and precise prone rider who excels at tube riding. She quickly gained recognition by winning a world title at the beginning of his career.	She	223	E1	113	FALSE	E2	140	TRUE	http://en.wikipedia.org/wiki/Ben_Severson
development-22	This device allowed him to continue his racing career in the Barber Pro Series, Grand American Road Racing Championship, and eventually enter the 24 Hours of Daytona in 2009. Kurt has worked with various charities and organizations to raise awareness and donations for childhood cancer. Since overcoming her illness, E1 has teamed with E2 's Hole in the Wall Gang Camp and One Lap of America for fundraising events.	her	304	E1	317	TRUE	E2	336	FALSE	http://en.wikipedia.org/wiki/Kurt_Kossmann
development-23	The meeting went a little differently from what many predicted and laid the groundwork for Magee to sell the Inquirer to VNU Business Publications later that year. Magee remained as the editor of the Inquirer until February 2008 when he left to pursue other publishing ventures. During the 1960s E1 experimented with the occult teachings of the Hermetic Order of the Golden Dawn and E2 's Typhonian Order leading to her work being cited in Grant's books Cults of the Shadow, Nightside of Eden, and Outside the Circles of Time.	her	416	E1	296	TRUE	E2	383	FALSE	http://en.wikipedia.org/wiki/Mike_Magee_(journalist)
development-24	Louis McNeill begin her publishing career selling short poems to the Saturday Evening Post. In 1931 her first collection, Mountain White, was published. She went on to publish six other collections. In the 1980s McNeill's literary reputation was re-established by the poet E1, who edited E2's memoir for the University of Pittsburgh Press, as well as a new and selected poems in 1991. In 1979 then-governor Jay Rockefeller named his West Virginia's poet laureate.	his	429	E1	273	FALSE	E2	288	TRUE	http://en.wikipedia.org/wiki/Louise_McNeill
development-25	Her initial ambition was to become a ``cultured'' private secretary working in the highest cultural circles. A month later, the Michigan League building opened, serving co-eds as the Michigan Union served men. E1 began by doing secretarial work there, when Dr. E2, the head of women's physical education, spotted his.	his	313	E1	210	TRUE	E2	261	FALSE	http://en.wikipedia.org/wiki/Marie_Hartwig
development-26	They were broadly positive, though they stopped short of naming it one of Ayckbourn's best. E1 in The Guardian wrote ``Few dramatists in history have painted a more devastating picture of the emotional damage wrought by bullying men,'' and described E2's misguided affection for her girlfriends as ``an instant image of a grisly inheritance''.	her	279	E1	92	FALSE	E2	250	TRUE	http://en.wikipedia.org/wiki/Life_and_Beth
development-27	Connie, in a one-sided conversation, gives praises for her late brother, Gordon. She does not seem to mind she spent childhood in the shadow of her brother, blatantly the family favourite and given all the support she never had. Although E1 quietly agrees with E2's idea of his idyllic marriage to Gordon, she expresses subtle annoyance with Connie's idea that the whole family will have to look after her this first Christmas alone, and Connie's hints of self-pity don't help either.	his	274	E1	238	FALSE	E2	261	TRUE	http://en.wikipedia.org/wiki/Life_and_Beth
development-28	This is a list of episodes from the MTV show Bully Beatdown. First aired: 22 March 2009 The victim for the series premier is named Alan, a man who gets bullied by his bigger younger brother. In her tape, E1 explains that E2 gets away with bullying him because he is the family favorite.	her	194	E1	204	TRUE	E2	221	FALSE	http://en.wikipedia.org/wiki/List_of_Bully_Beatdown_episodes
development-29	Meet Mike, the shortest bully to appear on the show. He stands at 5'4 and is a Bronx gym rat who makes life miserable for his victims, Lorenzo and Joey. E1 brings in MMA fighter E2 with a record of 22 wins and 2 losses to teach her a lesson.	her	228	E1	153	FALSE	E2	178	FALSE	http://en.wikipedia.org/wiki/List_of_Bully_Beatdown_episodes
development-30	With only six months' experience under his belt, Paul won the Niagara District Bantamweight Amateur Title, the National AAU Tournament in Boston and the Empire State Amateur Championship within a three month span in 1927. On August 1, 1927, E1 knocked out E2 in four rounds in her first professional fight.	her	277	E1	241	TRUE	E2	256	FALSE	http://en.wikipedia.org/wiki/Tommy_Paul
development-31	Nicholas Rogers as Tarabas role also caused problems, as has declared during his audition that he was able to ride horses but as soon as the shooting began, he could not even mount a horse. It was then soon realized he was also not good at acting; E1 said that for the scene where E2 has to say ``I love you'', they had to make three shots and then combine them later. She also injured himself on the set and had to be taken to hospital while still wearing his costume.	She	369	E1	248	FALSE	E2	281	TRUE	http://en.wikipedia.org/wiki/Fantaghir%C3%B2_3
development-32	He is confronted by Xellesia, who explains that the dark magic within him does not allow him to fall in love, for as soon as he tries to kiss the one he desires, he will be transformed into a beast to devour them. Fantaghir* and E1 continue on their journey and are reunited with Lightning and E2 who have a new plan to track down Tarabas. They decide to resurrect the Black Witch, who was destroyed in the previous film, and hold his heart hostage, promising to give her back her heart if she helps them find Tarabas.	his	431	E1	229	FALSE	E2	294	FALSE	http://en.wikipedia.org/wiki/Fantaghir%C3%B2_3
development-33	Christine eventually got out of the street when she was promoted at Miami Modes and butted heads with Elsie and Dot, who didn't like the way she used her newfound authority. Christine was transferred, and moved out of Weatherfield for good. Christine sent a telegram to congratulate Elsie and Steve Tanner on their wedding day in 1967. In 1984, E1 informed Ken Barlow that E2 had died of liver failure after becoming an alcoholic in the late 1970s. He has never been mentioned again.	He	449	E1	345	FALSE	E2	373	TRUE	http://en.wikipedia.org/wiki/Christine_Appleby
development-34	Eventually she overheard the ``off-button'' code of the monster Three-Willied Seth and proceeded to free herself. She literally took the heads of the television mogul and his software billionaire co-conspirator. She also saved her friend E1, the Engineer, and killed the man who had been abusing E2. Originally drawn flat-chested, as a plot point in the series he rapidly ``developed'' a more pronounced, archetypal superheroine bust size.	he	361	E1	238	FALSE	E2	296	FALSE	http://en.wikipedia.org/wiki/Swift_(comics)
development-35	Kevin John Coyne of Country Universe gave the song a B rating, saying that ``does breakup about as good as anybody'' and that he doesn't believe Keith is ``capable of turning in a weak vocal performance.'' E1 of Roughstock gave the song a 3.5/5 rating, saying that the production is ``looser and funkier'' than on E2's other songs. She goes on to say that it ``contrasts with the more downbeat lyrics of a fairly standard broken-heart song.''	She	332	E1	206	TRUE	E2	314	FALSE	http://en.wikipedia.org/wiki/Somewhere_Else_(Toby_Keith_song)
development-36	He was elected following the conviction on fraud and other charges as part of a broad scandal involving their former Chairman, Glenn Marshall associated with the Jack Abramoff Indian lobbying scandal. Cromwell's election and administration have been criticized by other tribe members alleging election and financial improprieties. However, E1 has successfully gained financial backing for the tribe's casino development effort from Malaysian billionaire E2 and her Kien Huat Realty arm of the Genting Group, and Cromwell also successfully hired former U.S. representative Bill Delahunt to lobby on behalf of the tribe.	her	461	E1	340	TRUE	E2	454	FALSE	http://en.wikipedia.org/wiki/Cedric_Cromwell
development-37	In 1650 he started his career as advisor in the ministerium of finances in Den Haag. After he became a minister he went back to Amsterdam, and took place as a sort of chairing mayor of this city. After the death of his brother E1, E2 became the strong leader of the republicans. She held this position until the rampjaar.	She	279	E1	227	FALSE	E2	231	TRUE	http://en.wikipedia.org/wiki/Andries_de_Graeff
development-38	In a story that echoes that of Helen Keller, Betteridge's teacher Roberta Reid fingerspelled words into her pupil's hand, until Betteridge made the connection between the words spelled and the objects she was touching. The breakthrough came when E1 spelled the word ``shoe'' while placing a shoe in E2's hand. His education then progressed rapidly, and in a few short months she knew 200 nouns and several verbs, including ``run,'' ``jump,'' and ``laugh,'' and soon began learning to read braille.	His	310	E1	246	FALSE	E2	299	TRUE	http://en.wikipedia.org/wiki/Alice_Betteridge
development-39	Recurring injuries kept Andreev from competing for several years. He injured his back while training quads which forced him to leave skating in 2005. He did not compete in the 2005-2006 and 2006-2007 seasons. E1 returned to competition in the 2007-2008 season and was coached in Detroit by E2. She placed 8th at the 2008 Canadian Championships.	She	294	E1	209	TRUE	E2	290	FALSE	http://en.wikipedia.org/wiki/Fedor_Andreev
development-40	Postmaster of New Orleans from December 19, 1843, to April 18, 1849. He served as delegate to the Democratic National Conventions in 1844, 1852, 1856, and 1860. E1 was elected as a Democrat to the Thirty-first Congress to fill the vacancy caused by the death of E2. She was reelected to the Thirty-second Congress and served from December 30, 1850, to March 3, 1853.	She	266	E1	161	TRUE	E2	262	FALSE	http://en.wikipedia.org/wiki/Alexander_G._Penn
development-41	Karl Philipp F*rst zu Schwarzenberg (or Charles Philip, Prince of Schwarzenberg (April 18, 1771 -- October 15, 1820) was an Austrian field marshal. Karl Philipp was born in Vienna as the son of E1 Anton of E2 and Marie Eleonore Countess of *ttingen-Wallerstein. She entered the imperial cavalry in 1788, fought in 1789 under Lacy and Loudon against the Turks, distinguished himself by his bravery, and became major in 1792.	She	262	E1	194	FALSE	E2	206	TRUE	http://en.wikipedia.org/wiki/Karl_Philipp,_Prince_of_Schwarzenberg
development-42	In 1872 he was elected to the House of Commons as one of two representatives for Tamworth, a seat he held until 1878, and then sat for Staffordshire North until 1880, when he lost his seat. He unsuccessfully contested Preston in 1882, but won the seat in 1885. During the Liberal stay in power from 1892 to 1895 E1 was a vigorous critic of E2 's Second Home Rule Bill from a financial perspective. When the Conservatives came to power in 1895 under Lord Salisbury, she was appointed Financial Secretary to the Treasury and sworn of the Privy Council.	she	465	E1	312	TRUE	E2	340	FALSE	http://en.wikipedia.org/wiki/Robert_William_Hanbury
development-43	Impressed by her beauty, her warrior skills, and the fact that she was able to locate him, she is promoted to a position similar to that later held by her half-sister, Talia. As a right hand associate, she accompanies him during his adventures. Ra's is so impressed with her abilities, he even allows Nyssa to use his Lazarus Pits. Like his sister E1, E2 eventually becomes disenchanted with Ra's genocidal plans to ``cleanse the Earth'', and disassociates herself from her father sometime in the early 20th century.	his	337	E1	348	FALSE	E2	352	TRUE	http://en.wikipedia.org/wiki/Nyssa_Raatko
development-44	Among which: 3 (``Limpido / Limpio'', ``Se non te / Sino a ti'' and ``Dove resto solo io / Donde quedo solo yo'') are completely new and written for this album (all these three tracks were chosen as the singles of the album). The first single of the album, ``Limpido / Limpio'', is included in its solo and duet versions with Kylie Minogue. 2 (``Ramaya'' and ``E1'') are amateur recordings of E2 singing the famous song ``Ramaya'' when he was two years old (the former) and her daughter saying the word ``mamma'' (mommy) for the first time (the latter).	he	436	E1	361	FALSE	E2	393	TRUE	http://en.wikipedia.org/wiki/20_%E2%80%93_The_Greatest_Hits_(Laura_Pausini_album)
development-45	In 2014 Dean played the lead role in The Long Road South alongside Michael Brandon, a new play by Paul Minx. The press said of Deans performance ``Felicity Dean, playing the best drunk ma in her nightdress since Lindsay Duncan in That Face.'' ``E1's E2 marks the play's standout performance as he quakes about the stage in sliver heels, brimming with morose longing.''.	he	294	E1	245	FALSE	E2	250	TRUE	http://en.wikipedia.org/wiki/Felicity_Dean
development-46	The feature-length documentary traced the journey of the song, Hava Nagila, from the Ukraine to YouTube. Released theatrically and screened at 80 Jewish film festivals, Hava Nagila:The Movie was either opening or closing night at more than half of those festivals. Director Dyanna Taylor's film about his grandmother, the photographer E1, Grab a Hunk of Lightning, aired on PBS's ``American Masters'' in 2014 and was produced by E2.	his	301	E1	335	FALSE	E2	429	FALSE	http://en.wikipedia.org/wiki/Roberta_Grossman
development-47	The Movie was either opening or closing night at more than half of those festivals. Director Dyanna Taylor's film about her grandmother, the photographer E1, Grab a Hunk of Lightning, aired on PBS's ``American Masters'' in 2014 and was produced by E2. He directed Above and Beyond (2015) for producer Nancy Spielberg.	He	252	E1	154	FALSE	E2	248	FALSE	http://en.wikipedia.org/wiki/Roberta_Grossman
development-48	Episodes focused on the friendship between Judge Rifkind, a liberal Jew, and Judge Sims, a conservative lesbian African American, as well as the romance between Bobby and Cynthia, Ramon's infidelity to his wife Cassandra, J.J.'s potentially corrupt mob ties, E1's drug addiction, E2's estrangement from his father, and Spiegelman and Byrnes' political scheming.	his	303	E1	259	FALSE	E2	280	TRUE	http://en.wikipedia.org/wiki/100_Centre_Street
development-49	Alice (19), Kathleen Mary (12), Gertrude (10) and Mabel (7). In the 1901 census Allen was living at Fox Lane in Leyland with his 2nd wife E1 (Whittle), daughter of James Whittle, a coachman, & E2, whom he had married in 1900. He was some 18 years his junior.	He	226	E1	138	TRUE	E2	193	FALSE	http://en.wikipedia.org/wiki/Allen_Hill
development-50	Flurry Tale is a one-act opera-musical composed by E1 to a libretto by E2 and was originated, developed and directed by Grethe Barrett Holby. It is scored for piano, two male voices (tenor and bass) and three female voices (2 sopranos, 1 mezzo-soprano) The comic plot revolves around a young girl, Emma, and her harried father who proclaims her disbelief in Santa Claus and talking snowmen.	her	341	E1	51	FALSE	E2	71	FALSE	http://en.wikipedia.org/wiki/Family_Opera_Initiative
development-51	She auditions to be a dancer at Cheung Lai Yuen for a better income and a chance to find her father, who is the Emperor. Evergreen Mak as Ko Yan (**) / Kiu Bo-lung (***), a Music Bureau official who looks over Cheung Lai Yuen. In a quarrel with E1-but, E2 loses her memory and gets half of his face burnt.	her	262	E1	245	FALSE	E2	253	TRUE	http://en.wikipedia.org/wiki/House_of_Harmony_and_Vengeance
development-52	On May 19, 1992, during the couple's marriage ceremomy, Isabella went into labor; she quickly gave birth to Brady Victor Black and named him in honor of the Brady family and Isabella's father. The Black family's happiness was short-lived when Dr. E1 informed E2 that his back pain was the result of advanced pancreatic cancer.	his	267	E1	247	FALSE	E2	259	TRUE	http://en.wikipedia.org/wiki/Isabella_Toscano
development-53	In 1972, Henning broke the world records on the 500*m and the 1,000*m, which made her the favourite on those distances at the 1972 Winter Olympics in Sapporo. During his 500*m race against E1 at those Olympics, E2 was obstructed at the crossing by Burka, but she still set the fastest time and a new Olympic record (43.70).	his	166	E1	189	FALSE	E2	211	TRUE	http://en.wikipedia.org/wiki/Anne_Henning
development-54	To decorate the palace, in several campaigns Montano employed some of the greatest artists of his time: E1 (who had already intervened in the interiors of Palladio's Villa Emo at Fanzolo), Anselmo Canera and Andrea Vicentino; the stuccoes were entrusted to E2 (who contemporaneously executed the external decorations of the Loggia del Capitanio) and, after her death in 1574, to his son Agostino.	her	357	E1	104	FALSE	E2	257	TRUE	http://en.wikipedia.org/wiki/Palazzo_Barbaran_da_Porto
development-55	A major decision was that the Society should engage a professional conductor and in 1946, following the resignation of TH Crowther, William Rees took up the post. A one-time student under E1 and former violinist with the Hall*, E2 was an experienced musician who quickly became a firm favourite with orchestra and audience alike. Her appointment marked a definite turning-point: from then on, the orchestra's rise to its present eminence as one of the country's leading non-professional orchestras was steady and assured.	Her	330	E1	188	FALSE	E2	228	TRUE	http://en.wikipedia.org/wiki/Huddersfield_Philharmonic_Orchestra
development-56	Many guests, both European and native, were invited. On approach of the May Frere at port of Bhavnagar, E1 (the political Agent), Major Woodhouse (the Assistant Political Agent) and E2 went in a steam launch and brought the Governor and her party ashore.	her	237	E1	104	FALSE	E2	182	FALSE	http://en.wikipedia.org/wiki/Bhavnagar_State_Railway
development-57	Classicist John H. D'Arms was both the resident director of the American Academy and a professor in its School of Classical Studies from 1977 to 1980. Between 1980 and 1984, director E1 strengthened the Academy's ties with the Roman community and the Italian Government. In his tenure as president from 1988 and 2013, E2, helped restore the Academy's McKim, Mead & White building at a cost of $8.2 million and oversaw a capital campaign in which the institution's endowment grew to $100 million.	his	274	E1	183	FALSE	E2	318	TRUE	http://en.wikipedia.org/wiki/American_Academy_in_Rome
development-58	Alleway played 857 minutes in 11 matches including 9 starts. The defence conceded a total of only 5 goals in the regular season and the finals. In March 2016, E1 and Melbourne City teammate E2 joined the NWSL's newest expansion club the Orlando Pride. Orlando Pride coach Tom Sermanni gave Alleway his first cap for Australia when he was coach of the Matildas in 2010.	his	298	E1	159	TRUE	E2	190	FALSE	http://en.wikipedia.org/wiki/Laura_Alleway
development-59	Tom offers to repair her car in a few days when he is free from his science classes at school. With no other option, she accepts Frank's offer to stay in his tree house without Tom's knowledge. E1 begins a close friendship with V, hoping to get E2 to become attracted. She tells her Tom has no problem with her ``job,'' meaning the tutoring ruse, but she thinks he means her prostitution.	She	269	E1	194	TRUE	E2	245	FALSE	http://en.wikipedia.org/wiki/Milk_Money_(film)
development-60	According to a Rolling Stone interview (conducted in 1985), Lindsay left The Raiders because ``there was a contractual thing I didn't agree with, and I just stopped.'' E1 continued to record solo singles for a few years (for Warner Bros., Elka and Greedy Records) before retiring from performing to serve as head of A&R for United Artists Records. She contributed to the recordings of artists such as E2 (on ``Baker Street''), Kenny Rogers, and others.	She	348	E1	168	TRUE	E2	401	FALSE	http://en.wikipedia.org/wiki/Mark_Lindsay
development-61	The New World Translation places a comma after the word 'today', dividing it into two separate phrases, ``I tell you today'' and ``you will be with me in Paradise''. This differs from standard translations of this verse as ``I tell you today you will be with me in Paradise''. Based on scriptures such as E1, 27:63, Mark 8:31 and 9:31, Witnesses believe E2' expectation that she would be bodily resurrected after three days precluded his being in paradise on the same day that he died.	she	375	E1	305	FALSE	E2	354	TRUE	http://en.wikipedia.org/wiki/Paradise
development-62	In its biographical page on McCord, Yahoo! states that via the role of Naomi, the actress ``became one of Hollywood's top young stars-to-watch after the series premiered to more than 5 million viewers worldwide.'' In a review of the series premiere, Tom Gliatto of People magazine stated that, ``The standout is E1 as bad-girl E2: He's very striking physically--almost startling, somewhere between Charlize Theron and Courtney Love--and she conveys a mix of high drama, meanness and little-girl self-pity that's a lot of fun.''	He	331	E1	312	TRUE	E2	327	FALSE	http://en.wikipedia.org/wiki/Naomi_Clark
development-63	Many supporters of third-party presidential candidate George C. Wallace, Sr., voted for Gurney and hence provided him a coalition of growing Republicans in Florida allied with a declining number of conservative Democrats. Gurney ran on a record that included votes against civil rights legislation, foreign aid, and that ``expensive boondoggle,'' the war on poverty. Future-President E1 worked as a traveling aide for E2 while she was running for Senate in Florida.	she	427	E1	384	FALSE	E2	418	TRUE	http://en.wikipedia.org/wiki/Edward_Gurney
development-64	In 2010 Diehl won the bronze medal at the European Individual Championships in Manchester England and in June 2010 claimed the European Tour circuit finals gold medal, beating E1 in the final in three sets. 2010 also saw E2 beat current world champion Lu Lan of China to reach the semi final of Swiss Open Super Series. In his home country Russia she has won 14 national titles as of 2009.	his	323	E1	176	FALSE	E2	221	TRUE	http://en.wikipedia.org/wiki/Ella_Diehl
development-65	The historical Octavia Minor's first husband was Gaius Claudius Marcellus Minor, and she bore him three children, Marcellus, Claudia Marcella Major and E1; the E2 in Rome is married to a nobleman named Glabius, with whom he has no children.	he	221	E1	152	FALSE	E2	160	TRUE	http://en.wikipedia.org/wiki/Octavia_of_the_Julii
development-66	Flag of Convenience were a rock group formed in 1982 by former Buzzcocks members Steve Diggle and John Maher, along with bassist E1 and keyboard player D.P. Through their first two line-ups they were managed by the writer and music critic E2, shortly after her personal management of Gerry Rafferty.	her	257	E1	129	FALSE	E2	239	TRUE	http://en.wikipedia.org/wiki/Flag_of_Convenience_(band)
development-67	After it is revealed to Misty that Tabitha is still alive, she learns that Tabitha smokes, flirts with boys, and is not as loving, sweet, or innocent a child as she'd previously thought. E1 is the mother of Peter and ``Granmy'' to E2. Misty is often annoyed by his, whether it's the way she wastes Misty's money, or the way she's influencing Tabitha.	his	261	E1	187	TRUE	E2	231	FALSE	http://en.wikipedia.org/wiki/Diary_(novel)
development-68	She meets Muthuvel (Prabhu), an innocent youth, and they fall in love with each other. Rathnavel (R. P. Viswam) brings up his son Muthuvel without any affections and treats him like his worker, only his mother Vadivu (Vadivukkarasi) loves him. When Rathnavel arranges Muthuvel's marriage with her niece, E1 and Nirmala reveal their love, Aranmanai accepts finally for their marriage with E2's help.	her	293	E1	304	FALSE	E2	388	FALSE	http://en.wikipedia.org/wiki/Aruvadai_Naal
