ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	URL
bnn18	Magna said Mr. McAlpine resigned to pursue a consulting career , with Magna as one of his clients .	his	86	Magna	0	FALSE	McAlpine	15	TRUE	unk
bnn19	`` It 's an odd thing to put on the list , '' Mr. Bretz noted . He said that for the second month in a row , food processors reported a shortage of nonfat dry milk .	He	64	Mr. Bretz	46	FALSE	Bretz	50	TRUE	unk
bnn20	The 40-year-old Mr. Murakami is a publishing sensation in Japan . But he is just one of several youthful writers -- Tokyo 's brat pack -- who are dominating the best-seller charts in Japan .	he	70	Mr. Murakami	16	FALSE	Murakami	20	TRUE	unk
bnn21	In sometimes amusing , more often supercilious , even vicious passages , Mr. Katzenstein describes how Sony invades even the most mundane aspects of its workers ' lives -- at the regimented office , where employees are assigned lunch partners -- and at `` home '' in the austere company dormitory run by a prying caretaker . Some of his observations about Japanese management style are on the mark .	his	333	Katzenstein	77	TRUE	Sony	103	FALSE	unk
bnn22	But Sony ultimately took a lesson from the American management books and fired Mr. Katzenstein , after he committed the social crime of making an appointment to see the venerable Akio Morita , founder of Sony .	he	103	Katzenstein	83	TRUE	Akio Morita	179	FALSE	unk
bnn23	Now , 13 years later , Mr. Lane has revived his Artist in a full-length movie called `` Sidewalk Stories , '' a poignant piece of work about a modern-day tramp .	his	44	Mr. Lane	23	FALSE	Lane	27	TRUE	unk
bnn24	This story line might resonate more strongly if Mr. Lane had as strong a presence in front of the camera as he does behind it .	he	108	Mr. Lane	48	FALSE	Lane	52	TRUE	unk
bnn25	Mr. Lane 's final purpose is n't to glamorize the Artist 's vagabond existence . He has a point he wants to make , and he makes it , with a great deal of force .	he	119	Mr. Lane	0	FALSE	Lane	4	TRUE	unk
bnn26	Mr. Lane 's final purpose is n't to glamorize the Artist 's vagabond existence . He has a point he wants to make , and he makes it , with a great deal of force .	he	96	Mr. Lane	0	FALSE	Lane	4	TRUE	unk
bnn27	Mr. Lane 's final purpose is n't to glamorize the Artist 's vagabond existence . He has a point he wants to make , and he makes it , with a great deal of force .	He	81	Lane	4	TRUE	Artist	50	FALSE	unk
bnn28	Marie-Louise , a small-time abortionist , was their woman . Although she was kind and playful to her children , she was dreadful to her war-damaged husband ; she openly brought her lover into their home .	her	177		0	FALSE	Marie-Louise	0	TRUE	unk
bnn29	Marie-Louise , a small-time abortionist , was their woman . Although she was kind and playful to her children , she was dreadful to her war-damaged husband ; she openly brought her lover into their home .	she	158		0	FALSE	Marie-Louise	0	TRUE	unk
bnn30	Marie-Louise , a small-time abortionist , was their woman . Although she was kind and playful to her children , she was dreadful to her war-damaged husband ; she openly brought her lover into their home .	her	132		0	FALSE	Marie-Louise	0	TRUE	unk
bnn31	Marie-Louise , a small-time abortionist , was their woman . Although she was kind and playful to her children , she was dreadful to her war-damaged husband ; she openly brought her lover into their home .	she	112		0	FALSE	Marie-Louise	0	TRUE	unk
bnn32	Marie-Louise , a small-time abortionist , was their woman . Although she was kind and playful to her children , she was dreadful to her war-damaged husband ; she openly brought her lover into their home .	her	97		0	FALSE	Marie-Louise	0	TRUE	unk
bnn33	Marie-Louise , a small-time abortionist , was their woman . Although she was kind and playful to her children , she was dreadful to her war-damaged husband ; she openly brought her lover into their home .	she	69		0	FALSE	Marie-Louise	0	TRUE	unk
bnn34	Marie-Louise , a small-time abortionist , was their woman . Her remorse was shallow and brief .	Her	60		0	FALSE	Marie-Louise	0	TRUE	unk
bnn35	Marie-Louise , a small-time abortionist , was their woman . She was untrained and , in one botched job killed a client .	She	60		0	FALSE	Marie-Louise	0	TRUE	unk
bnn36	Marie-Louise , a small-time abortionist , was their woman . She became an abortionist accidentally , and continued because it enabled her to buy jam , cocoa and other war-rationed goodies .	her	134		0	FALSE	Marie-Louise	0	TRUE	unk
bnn37	Marie-Louise , a small-time abortionist , was their woman . She became an abortionist accidentally , and continued because it enabled her to buy jam , cocoa and other war-rationed goodies .	She	60		0	FALSE	Marie-Louise	0	TRUE	unk
bnn38	As presented by Mr. Chabrol , and played with thin-lipped intensity by Isabelle Huppert , Marie-Louise -LRB- called Marie Latour in the film -RRB- was not a nice person . But she did n't deserve to have her head chopped off .	her	203	Marie-Louise	90	TRUE	-RRB-	141	FALSE	unk
bnn39	As presented by Mr. Chabrol , and played with thin-lipped intensity by Isabelle Huppert , Marie-Louise -LRB- called Marie Latour in the film -RRB- was not a nice person . But she did n't deserve to have her head chopped off .	she	175	Marie-Louise -LRB-	90	FALSE	Marie-Louise	90	TRUE	unk
bnn40	Video Tip : Before seeing `` Sidewalk Stories , '' take a look at `` City Lights , '' Chaplin 's Tramp at his finest .	his	106	City Lights	69	FALSE	Tramp	97	TRUE	unk
bnn41	Mr. Dinkins , the ad charges , also failed to report his campaign contributions accurately , hid his links to a failing insurance company and paid a convicted kidnapper `` through a phony organization with no members , no receipts and no office . ''	his	97	Mr. Dinkins	0	FALSE	Dinkins	4	TRUE	unk
bnn42	Mr. Dinkins , the ad charges , also failed to report his campaign contributions accurately , hid his links to a failing insurance company and paid a convicted kidnapper `` through a phony organization with no members , no receipts and no office . ''	his	53	Mr. Dinkins	0	FALSE	Dinkins	4	TRUE	unk
bnn43	`` One says he 's for banning cop-killer bullets .	he	12		0	FALSE	One	3	TRUE	unk
bnn44	One claims he 's pro-choice .	he	11		0	FALSE	One	0	TRUE	unk
bnn45	Mr. Dinkins did fail to file his income taxes for four years , but he insists he voluntarily admitted the `` oversight '' when he was being considered for a city job . He was on the board of an insurance company with financial problems , but he insists he made no secret of it .	he	78	Mr. Dinkins	0	FALSE	Dinkins	4	TRUE	unk
bnn46	Mr. Dinkins did fail to file his income taxes for four years , but he insists he voluntarily admitted the `` oversight '' when he was being considered for a city job . He was on the board of an insurance company with financial problems , but he insists he made no secret of it .	he	67	Mr. Dinkins	0	FALSE	Dinkins	4	TRUE	unk
bnn47	Mr. Dinkins did fail to file his income taxes for four years , but he insists he voluntarily admitted the `` oversight '' when he was being considered for a city job . He was on the board of an insurance company with financial problems , but he insists he made no secret of it .	He	168	Mr. Dinkins	0	FALSE	Dinkins	4	TRUE	unk
bnn48	Mr. Dinkins did fail to file his income taxes for four years , but he insists he voluntarily admitted the `` oversight '' when he was being considered for a city job .	he	127	Mr. Dinkins	0	FALSE	Dinkins	4	TRUE	unk
bnn49	Mr. Dinkins did fail to file his income taxes for four years , but he insists he voluntarily admitted the `` oversight '' when he was being considered for a city job .	he	78	Mr. Dinkins	0	FALSE	Dinkins	4	TRUE	unk
bnn50	Mr. Dinkins did fail to file his income taxes for four years , but he insists he voluntarily admitted the `` oversight '' when he was being considered for a city job .	he	67	Mr. Dinkins	0	FALSE	Dinkins	4	TRUE	unk
bnn51	Mr. Dinkins did fail to file his income taxes for four years , but he insists he voluntarily admitted the `` oversight '' when he was being considered for a city job .	his	29	Mr. Dinkins	0	FALSE	Dinkins	4	TRUE	unk
bnn52	The city 's Campaign Finance Board has refused to pay Mr. Dinkins $ 95,142 in matching funds because his campaign records are incomplete .	his	101	Campaign Finance Board	12	FALSE	Dinkins	58	TRUE	unk
bnn53	And , says Mr. Dinkins , he did n't know the man his campaign paid for a get-out-the-vote effort had been convicted of kidnapping .	his	49	Mr. Dinkins	11	FALSE	Dinkins	15	TRUE	unk
bnn54	And , says Mr. Dinkins , he did n't know the man his campaign paid for a get-out-the-vote effort had been convicted of kidnapping .	he	25	Mr. Dinkins	11	FALSE	Dinkins	15	TRUE	unk
bnn55	But , say Mr. Dinkins 's managers , he did have an office and his organization did have members .	his	62	Mr. Dinkins	10	FALSE	Dinkins	14	TRUE	unk
bnn56	But , say Mr. Dinkins 's managers , he did have an office and his organization did have members .	he	36	Mr. Dinkins	10	FALSE	Dinkins	14	TRUE	unk
bnn57	The other side , he argues , `` knows Giuliani has always been pro-choice , even though he has personal reservations . They know he is generally opposed to cop-killer bullets , but that he had some reservations about the language in the legislation . ''	he	186		0	FALSE	Giuliani	38	TRUE	unk
bnn58	The other side , he argues , `` knows Giuliani has always been pro-choice , even though he has personal reservations . They know he is generally opposed to cop-killer bullets , but that he had some reservations about the language in the legislation . ''	he	129		0	FALSE	Giuliani	38	TRUE	unk
bnn59	The other side , he argues , `` knows Giuliani has always been pro-choice , even though he has personal reservations .	he	88		0	FALSE	Giuliani	38	TRUE	unk
bnn60	So the next time Mr. Wilder talks about the rights of women , ask him about this law he tried to pass . ''	he	85	Mr. Wilder	17	FALSE	Wilder	21	TRUE	unk
bnn61	So the next time Mr. Wilder talks about the rights of women , ask him about this law he tried to pass . ''	him	66	Mr. Wilder	17	FALSE	Wilder	21	TRUE	unk
bnn62	Mr. Wilder did introduce such legislation 17 years ago , but he did so at the request of a constituent , a common legislative technique used by lawmakers .	he	61	Mr. Wilder	0	FALSE	Wilder	4	TRUE	unk
bnn63	Mr. Coleman said this week that he would devote the remainder of the political season to positive campaigning , but the truce lasted only hours .	he	32	Mr. Coleman	0	FALSE	Coleman	4	TRUE	unk
bnn64	Confronted , Mrs. Yeargin admitted she had given the questions and answers two days before the examination to two low-ability geography classes . She had gone so far as to display the questions on an overhead projector and underline the answers .	She	146	Mrs. Yeargin	13	FALSE	Yeargin	18	TRUE	unk
bnn65	Confronted , Mrs. Yeargin admitted she had given the questions and answers two days before the examination to two low-ability geography classes .	she	35	Mrs. Yeargin	13	FALSE	Yeargin	18	TRUE	unk
bnn66	Mrs. Yeargin was fired and prosecuted under an unusual South Carolina law that makes it a crime to breach test security . In her wake she left the bitterness and anger of a principal who was her friend and now calls her a betrayer ; of colleagues who say she brought them shame ; of students and parents who defended her and insist she was treated harshly ; and of school-district officials stunned that despite the bald-faced nature of her actions , she became something of a local martyr .	she	451	Yeargin	5	TRUE	South Carolina	55	FALSE	unk
bnn67	Mrs. Yeargin was fired and prosecuted under an unusual South Carolina law that makes it a crime to breach test security . In her wake she left the bitterness and anger of a principal who was her friend and now calls her a betrayer ; of colleagues who say she brought them shame ; of students and parents who defended her and insist she was treated harshly ; and of school-district officials stunned that despite the bald-faced nature of her actions , she became something of a local martyr .	her	437	Yeargin	5	TRUE	South Carolina	55	FALSE	unk
bnn68	Mrs. Yeargin was fired and prosecuted under an unusual South Carolina law that makes it a crime to breach test security . In her wake she left the bitterness and anger of a principal who was her friend and now calls her a betrayer ; of colleagues who say she brought them shame ; of students and parents who defended her and insist she was treated harshly ; and of school-district officials stunned that despite the bald-faced nature of her actions , she became something of a local martyr .	she	332	Yeargin	5	TRUE	South Carolina	55	FALSE	unk
bnn69	Mrs. Yeargin was fired and prosecuted under an unusual South Carolina law that makes it a crime to breach test security . In her wake she left the bitterness and anger of a principal who was her friend and now calls her a betrayer ; of colleagues who say she brought them shame ; of students and parents who defended her and insist she was treated harshly ; and of school-district officials stunned that despite the bald-faced nature of her actions , she became something of a local martyr .	her	317	Mrs. Yeargin	0	FALSE	Yeargin	5	TRUE	unk
bnn70	Mrs. Yeargin was fired and prosecuted under an unusual South Carolina law that makes it a crime to breach test security . In her wake she left the bitterness and anger of a principal who was her friend and now calls her a betrayer ; of colleagues who say she brought them shame ; of students and parents who defended her and insist she was treated harshly ; and of school-district officials stunned that despite the bald-faced nature of her actions , she became something of a local martyr .	she	255	Mrs. Yeargin	0	FALSE	Yeargin	5	TRUE	unk
bnn71	Mrs. Yeargin was fired and prosecuted under an unusual South Carolina law that makes it a crime to breach test security . In her wake she left the bitterness and anger of a principal who was her friend and now calls her a betrayer ; of colleagues who say she brought them shame ; of students and parents who defended her and insist she was treated harshly ; and of school-district officials stunned that despite the bald-faced nature of her actions , she became something of a local martyr .	her	216	Yeargin	5	TRUE	South Carolina	55	FALSE	unk
bnn72	Mrs. Yeargin was fired and prosecuted under an unusual South Carolina law that makes it a crime to breach test security . In her wake she left the bitterness and anger of a principal who was her friend and now calls her a betrayer ; of colleagues who say she brought them shame ; of students and parents who defended her and insist she was treated harshly ; and of school-district officials stunned that despite the bald-faced nature of her actions , she became something of a local martyr .	her	191	Yeargin	5	TRUE	South Carolina	55	FALSE	unk
bnn73	Mrs. Yeargin was fired and prosecuted under an unusual South Carolina law that makes it a crime to breach test security . In her wake she left the bitterness and anger of a principal who was her friend and now calls her a betrayer ; of colleagues who say she brought them shame ; of students and parents who defended her and insist she was treated harshly ; and of school-district officials stunned that despite the bald-faced nature of her actions , she became something of a local martyr .	she	134	Mrs. Yeargin	0	FALSE	Yeargin	5	TRUE	unk
bnn74	Mrs. Yeargin was fired and prosecuted under an unusual South Carolina law that makes it a crime to breach test security . In her wake she left the bitterness and anger of a principal who was her friend and now calls her a betrayer ; of colleagues who say she brought them shame ; of students and parents who defended her and insist she was treated harshly ; and of school-district officials stunned that despite the bald-faced nature of her actions , she became something of a local martyr .	her	125	Yeargin	5	TRUE	South Carolina	55	FALSE	unk
bnn75	Mrs. Yeargin was fired and prosecuted under an unusual South Carolina law that makes it a crime to breach test security . She was an unstinting teacher who won laurels and inspired students , but she will probably never teach again .	she	196	Mrs. Yeargin	0	FALSE	Yeargin	5	TRUE	unk
bnn76	Mrs. Yeargin was fired and prosecuted under an unusual South Carolina law that makes it a crime to breach test security . She was an unstinting teacher who won laurels and inspired students , but she will probably never teach again .	She	122	Yeargin	5	TRUE	South Carolina	55	FALSE	unk
bnn77	Mrs. Yeargin was fired and prosecuted under an unusual South Carolina law that makes it a crime to breach test security . Her story is partly one of personal downfall .	Her	122	Mrs. Yeargin	0	FALSE	Yeargin	5	TRUE	unk
bnn78	Mrs. Yeargin was fired and prosecuted under an unusual South Carolina law that makes it a crime to breach test security . Her alternative was 90 days in jail .	Her	122	Yeargin	5	TRUE	South Carolina	55	FALSE	unk
bnn79	Mrs. Yeargin was fired and prosecuted under an unusual South Carolina law that makes it a crime to breach test security . In September , she pleaded guilty and paid a $ 500 fine .	she	137	Yeargin	5	TRUE	September	125	FALSE	unk
bnn80	The 1987 statute Mrs. Yeargin violated was designed to enforce provisions of South Carolina 's school-improvement laws . The bonus depended on her ability to produce higher student-test scores .	her	143	Yeargin	22	TRUE	South Carolina	77	FALSE	unk
bnn81	The 1987 statute Mrs. Yeargin violated was designed to enforce provisions of South Carolina 's school-improvement laws . Prosecutors alleged that she was trying to bolster students ' scores to win a bonus under the state 's 1984 Education Improvement Act .	she	146	Yeargin	22	TRUE	South Carolina	77	FALSE	unk
bnn82	Mrs. Ward took over in 1986 , becoming the school 's seventh principal in 15 years . Her immediate predecessor suffered a nervous breakdown .	Her	85	Mrs. Ward	0	FALSE	Ward	5	TRUE	unk
bnn83	Mrs. Ward resolved to clean out `` deadwood '' in the school 's faculty and restore safety , and she also had some new factors working in her behalf .	her	138	Mrs. Ward	0	FALSE	Ward	5	TRUE	unk
bnn84	Mrs. Ward resolved to clean out `` deadwood '' in the school 's faculty and restore safety , and she also had some new factors working in her behalf .	she	97	Mrs. Ward	0	FALSE	Ward	5	TRUE	unk
bnn85	`` Being a teacher just became my life , '' says the 37-year-old Mrs. Yeargin , a teacher for 12 years before her dismissal . ``	her	110	Mrs. Yeargin	65	FALSE	Yeargin	70	TRUE	unk
bnn86	While Mrs. Ward fired and restructured staff and struggled to improve curriculum , Mrs. Yeargin worked 14-hour days and fast became a student favorite . In 1986-87 and 1987-88 , she applied for and won bonus pay under the reform law .	she	178	Mrs. Yeargin	83	FALSE	Yeargin	88	TRUE	unk
bnn87	Encouraged by Mrs. Ward , Mrs. Yeargin taught honor students in the state `` teacher cadet '' program , a reform creation designed to encourage good students to consider teaching as a career . `` She was an inspirational lady ; she had it all together , '' says Laura Dobson , a freshman at the University of South Carolina who had Mrs. Yeargin in the teacher-cadet class last year .	she	228	Yeargin	31	TRUE	University	295	FALSE	unk
bnn88	Encouraged by Mrs. Ward , Mrs. Yeargin taught honor students in the state `` teacher cadet '' program , a reform creation designed to encourage good students to consider teaching as a career . `` She was an inspirational lady ; she had it all together , '' says Laura Dobson , a freshman at the University of South Carolina who had Mrs. Yeargin in the teacher-cadet class last year .	She	196	Yeargin	31	TRUE	South Carolina	309	FALSE	unk
bnn89	Encouraged by Mrs. Ward , Mrs. Yeargin taught honor students in the state `` teacher cadet '' program , a reform creation designed to encourage good students to consider teaching as a career . She won grant money for the school , advised cheerleaders , ran the pep club , proposed and taught a new `` Cultural Literacy '' class in Western Civilization and was chosen by the school PTA as `` Teacher of the Year . ''	She	193	Mrs. Ward	14	FALSE	Yeargin	31	TRUE	unk
bnn90	Mary Beth Marchand , a Greenville 11th grader , also says Mrs. Yeargin inspired her to go into education . `` She taught us more in Western Civilization than I 've ever learned in other classes , '' says Kelli Green , a Greenville senior .	She	110	Mrs. Yeargin	58	FALSE	Yeargin	63	TRUE	unk
bnn91	In the classroom , students say , Mrs. Yeargin distinguished herself by varying teaching approaches -- forcing kids to pair up to complete classroom work or using college-bowl type competitions . `` You 'd see her correcting homework in the stands at a football game . ''	her	210	Mrs. Yeargin	34	FALSE	Yeargin	39	TRUE	unk
bnn92	In the classroom , students say , Mrs. Yeargin distinguished herself by varying teaching approaches -- forcing kids to pair up to complete classroom work or using college-bowl type competitions . `` She just never gave it up , '' says Mary Marchand , Mary Beth 's mother .	She	199	Yeargin	39	TRUE	Mary Beth	251	FALSE	unk
bnn93	In the classroom , students say , Mrs. Yeargin distinguished herself by varying teaching approaches -- forcing kids to pair up to complete classroom work or using college-bowl type competitions . On weekends , she came to work to prepare study plans or sometimes , even to polish the furniture in her classroom .	her	297	Mrs. Yeargin	34	FALSE	Yeargin	39	TRUE	unk
bnn94	In the classroom , students say , Mrs. Yeargin distinguished herself by varying teaching approaches -- forcing kids to pair up to complete classroom work or using college-bowl type competitions . On weekends , she came to work to prepare study plans or sometimes , even to polish the furniture in her classroom .	she	210	Mrs. Yeargin	34	FALSE	Yeargin	39	TRUE	unk
bnn95	Some fellow teachers , however , viewed Mrs. Yeargin as cocky and too yielding to students . Because of deteriorating hearing , she told colleagues she feared she might not be able to teach much longer .	she	159	Mrs. Yeargin	40	FALSE	Yeargin	45	TRUE	unk
bnn96	Some fellow teachers , however , viewed Mrs. Yeargin as cocky and too yielding to students . Because of deteriorating hearing , she told colleagues she feared she might not be able to teach much longer .	she	148	Mrs. Yeargin	40	FALSE	Yeargin	45	TRUE	unk
bnn97	Some fellow teachers , however , viewed Mrs. Yeargin as cocky and too yielding to students . Because of deteriorating hearing , she told colleagues she feared she might not be able to teach much longer .	she	128	Mrs. Yeargin	40	FALSE	Yeargin	45	TRUE	unk
bnn98	Some fellow teachers , however , viewed Mrs. Yeargin as cocky and too yielding to students . Friends told her she was pushing too hard .	she	110	Mrs. Yeargin	40	FALSE	Yeargin	45	TRUE	unk
bnn99	Some fellow teachers , however , viewed Mrs. Yeargin as cocky and too yielding to students . Friends told her she was pushing too hard .	her	106	Mrs. Yeargin	40	FALSE	Yeargin	45	TRUE	unk
bnn100	Some fellow teachers , however , viewed Mrs. Yeargin as cocky and too yielding to students . Mrs. Ward says she often defended her to colleagues who called her a grandstander .	her	156	Mrs. Yeargin	40	FALSE	Yeargin	45	TRUE	unk
bnn101	Some fellow teachers , however , viewed Mrs. Yeargin as cocky and too yielding to students . Mrs. Ward says she often defended her to colleagues who called her a grandstander .	her	127	Mrs. Yeargin	40	FALSE	Yeargin	45	TRUE	unk
bnn102	Mrs. Ward says she often defended her to colleagues who called her a grandstander .	she	15	Mrs. Ward	0	FALSE	Ward	5	TRUE	unk
bnn103	Mrs. Yeargin 's extra work was also helping her earn points in the state 's incentive-bonus program . Winning a bonus for a third year was n't that important to her , Mrs. Yeargin insists .	her	161	Mrs. Yeargin	0	FALSE	Yeargin	5	TRUE	unk
bnn104	Mrs. Yeargin 's extra work was also helping her earn points in the state 's incentive-bonus program . Huge gains by her students in 1987 and 1988 meant a total of $ 5,000 in bonuses over two years -- a meaningful addition to her annual salary of $ 23,000 .	her	225	Yeargin	5	TRUE	Huge	102	FALSE	unk
bnn105	Mrs. Yeargin 's extra work was also helping her earn points in the state 's incentive-bonus program . Huge gains by her students in 1987 and 1988 meant a total of $ 5,000 in bonuses over two years -- a meaningful addition to her annual salary of $ 23,000 .	her	116	Mrs. Yeargin	0	FALSE	Yeargin	5	TRUE	unk
bnn106	Mrs. Yeargin 's extra work was also helping her earn points in the state 's incentive-bonus program .	her	44	Mrs. Yeargin	0	FALSE	Yeargin	5	TRUE	unk
bnn107	Winning a bonus for a third year was n't that important to her , Mrs. Yeargin insists . But others at Greenville High say she was eager to win -- if not for money , then for pride and recognition .	she	122	Yeargin	70	TRUE	Greenville High	102	FALSE	unk
bnn108	Mary Elizabeth Ariail , another social-studies teacher , says she believed Mrs. Yeargin wanted to keep her standing high so she could get a new job that would n't demand good hearing .	she	124	Mary Elizabeth Ariail	0	FALSE	Yeargin	80	TRUE	unk
bnn109	Mary Elizabeth Ariail , another social-studies teacher , says she believed Mrs. Yeargin wanted to keep her standing high so she could get a new job that would n't demand good hearing .	her	103	Mrs. Yeargin	75	FALSE	Yeargin	80	TRUE	unk
bnn110	Last March , after attending a teaching seminar in Washington , Mrs. Yeargin says she returned to Greenville two days before annual testing feeling that she had n't prepared her low-ability geography students adequately . When test booklets were passed out 48 hours ahead of time , she says she copied questions in the social studies section and gave the answers to students .	she	82	March	5	FALSE	Yeargin	69	TRUE	unk
bnn111	Last March , after attending a teaching seminar in Washington , Mrs. Yeargin says she returned to Greenville two days before annual testing feeling that she had n't prepared her low-ability geography students adequately . When test booklets were passed out 48 hours ahead of time , she says she copied questions in the social studies section and gave the answers to students .	she	282	Washington	51	FALSE	Yeargin	69	TRUE	unk
bnn112	Last March , after attending a teaching seminar in Washington , Mrs. Yeargin says she returned to Greenville two days before annual testing feeling that she had n't prepared her low-ability geography students adequately .	her	174	Mrs. Yeargin	64	FALSE	Yeargin	69	TRUE	unk
bnn113	Last March , after attending a teaching seminar in Washington , Mrs. Yeargin says she returned to Greenville two days before annual testing feeling that she had n't prepared her low-ability geography students adequately .	she	153	Washington	51	FALSE	Yeargin	69	TRUE	unk
bnn114	Last March , after attending a teaching seminar in Washington , Mrs. Yeargin says she returned to Greenville two days before annual testing feeling that she had n't prepared her low-ability geography students adequately .	she	82	March	5	FALSE	Yeargin	69	TRUE	unk
bnn115	Mrs. Yeargin admits she made a big mistake but insists her motives were correct . `` I was trying to help kids in an unfair testing situation , '' she says .	she	147	Mrs. Yeargin	0	FALSE	Yeargin	5	TRUE	unk
bnn116	Mrs. Yeargin admits she made a big mistake but insists her motives were correct .	her	55	Mrs. Yeargin	0	FALSE	Yeargin	5	TRUE	unk
bnn117	Mrs. Yeargin admits she made a big mistake but insists her motives were correct .	she	20	Mrs. Yeargin	0	FALSE	Yeargin	5	TRUE	unk
bnn118	Mrs. Yeargin says that she also wanted to help lift Greenville High School 's overall test scores , usually near the bottom of 14 district high schools in rankings carried annually by local newspapers . `` These kids broke my heart , '' she says .	she	237	Mrs. Yeargin	0	FALSE	Yeargin	5	TRUE	unk
bnn119	Mrs. Yeargin says that she also wanted to help lift Greenville High School 's overall test scores , usually near the bottom of 14 district high schools in rankings carried annually by local newspapers . Mostly , she says , she wanted to prevent the damage to self-esteem that her low-ability students would suffer from doing badly on the test .	her	276	Mrs. Yeargin	0	FALSE	Yeargin	5	TRUE	unk
bnn120	Mrs. Yeargin says that she also wanted to help lift Greenville High School 's overall test scores , usually near the bottom of 14 district high schools in rankings carried annually by local newspapers . Mostly , she says , she wanted to prevent the damage to self-esteem that her low-ability students would suffer from doing badly on the test .	she	223	Yeargin	5	TRUE	Greenville High School	52	FALSE	unk
bnn121	Mrs. Yeargin says that she also wanted to help lift Greenville High School 's overall test scores , usually near the bottom of 14 district high schools in rankings carried annually by local newspapers . Mostly , she says , she wanted to prevent the damage to self-esteem that her low-ability students would suffer from doing badly on the test .	she	212	Mrs. Yeargin	0	FALSE	Yeargin	5	TRUE	unk
